# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-a" "Mus_musculus.GRCm39.112.chrs_17-19.gtf" "-o" "GC1.featureCounts.txt" "GC1.bam" 
Geneid	Chr	Start	End	Strand	Length	GC1.bam
ENSMUSG00000118185	18	73800275	73800548	+	274	1
ENSMUSG00000117985	18;18;18	73844399;73847900;73850078	73844521;73848050;73850664	+;+;+	861	0
ENSMUSG00000118321	18	73863836	73864499	+	664	0
ENSMUSG00000036941	18;18;18;18	73868109;73875408;73880238;73887473	73872371;73875872;73880402;73887550	-;-;-;-	4971	119
ENSMUSG00000024556	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	73902974;73906201;73908450;73914113;73918766;73921425;73924155;73924680;73924872;73927517;73927852;73929385;73929521;73930733;73930900;73934800;73934800;73938123;73938123;73938123;73945151;73948375;73948375;73948375	73903879;73906299;73908520;73914215;73918908;73921539;73924268;73924777;73924981;73927620;73928013;73929460;73931049;73931049;73931049;73934933;73934933;73938240;73938240;73938240;73948516;73948520;73948509;73948509	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7252	38
ENSMUSG00000024561	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	74400676;74401246;74401246;74401361;74401362;74402474;74402474;74402474;74402474;74402474;74406280;74406280;74406280;74406280;74406484;74406484;74406484;74406484;74406589;74406806;74406806;74406806;74406806;74406806;74407087;74407087;74407087;74407087;74407087;74407486;74407486;74407486;74407486;74407486;74407716;74407716;74407716;74407716;74407716;74408034;74408219;74408219;74408219;74408219;74408414;74408414;74408414;74408414;74408975;74409478;74409478;74409478;74409478;74409705;74409873;74409873;74409873;74409873;74409873;74410372;74410372;74410372;74410372;74410372;74410588;74410588;74410588;74410588;74411750;74414950;74414950;74414950;74414950	74401504;74401504;74401504;74401504;74401504;74402609;74402609;74402609;74402993;74402609;74406394;74406394;74406394;74406394;74406728;74406728;74406728;74406728;74406728;74406888;74406888;74406888;74406888;74406888;74407127;74407127;74407127;74407127;74407127;74407632;74407632;74407632;74407632;74407632;74407844;74407844;74407949;74407844;74407844;74408108;74408329;74408329;74408329;74408329;74408488;74408488;74408488;74408488;74409142;74409786;74409786;74409786;74409786;74409786;74410010;74410010;74410010;74410010;74410010;74410500;74410649;74410500;74410500;74410500;74410649;74410649;74410649;74410649;74414305;74415247;74415756;74415803;74415803	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6778	835
ENSMUSG00000035394	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	74416161;74416193;74416233;74417612;74417612;74428029;74428029;74428664;74432183;74432183;74432183;74432183;74433216;74433216;74433216;74433216;74437799;74437799;74438602;74438602;74440229;74440229;74462471;74462471;74482057;74492594;74492594;74492594	74416337;74416337;74416337;74417843;74417843;74428222;74428222;74428795;74432412;74432412;74432412;74432412;74433278;74433265;74433389;74433389;74438102;74438102;74438820;74438820;74440445;74440445;74462573;74462573;74482210;74493001;74493055;74493057	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2600	4
ENSMUSG00000095419	18	74436595	74437002	-	408	66
ENSMUSG00000117898	18	74533679	74534118	+	440	4
ENSMUSG00000118303	18	74553876	74554599	+	724	3
ENSMUSG00000025885	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	74574007;74574035;74575608;74575676;74575678;74644494;74702838;74702838;74702838;74702838;74710526;74710526;74710526;74710526;74713461;74713461;74713461;74713461;74749994;74749994;74749994;74749994;74758633;74758633;74758633;74760242;74760242;74760242;74766248;74767532;74767532;74767532;74767532;74771113;74771113;74771113;74771113;74776998;74776998;74776998;74776998;74786431;74786431;74786431;74787001;74787001;74787001;74790453;74794678;74794678;74795734;74795734;74809672;74809672;74810492;74810492;74815620;74815620;74828443;74828443;74831257;74831257;74833643;74833643;74834516;74834516;74840577;74840935;74840935;74840935;74846619;74846619;74846619;74846690;74847860;74847897;74847897;74847897;74847897;74848649;74849030;74849030;74849030;74849030;74849030;74849030;74850041;74850041;74850041;74850041;74850041;74850041;74853908;74853908;74853908;74855404;74855404;74855404;74856828;74856828;74861942;74864716;74864716;74866836;74866982;74866982;74869217;74869217;74869217;74873545;74873545;74873545;74875197;74875197;74875197;74877692;74877692;74877692;74892098;74892098;74892098;74893921;74893921;74893921;74895647;74895647;74895647;74903368;74903368;74903368	74574123;74574123;74575878;74575878;74575878;74645266;74702948;74702948;74702948;74702948;74710697;74710697;74710697;74710697;74713605;74713605;74713605;74713605;74750150;74750150;74750094;74750150;74758776;74758776;74758776;74760323;74760323;74760323;74766315;74767639;74767639;74767639;74767639;74771222;74771222;74771222;74771222;74777094;74777263;74777263;74777263;74786512;74786512;74786512;74787141;74787141;74787141;74792131;74794800;74794800;74795817;74795817;74809827;74809827;74810589;74810589;74815706;74815706;74828554;74828554;74831468;74831468;74833799;74833799;74834755;74834755;74840661;74841168;74841168;74841168;74846703;74846703;74846703;74846703;74848030;74848045;74848030;74848030;74848030;74848671;74849149;74849149;74849149;74849149;74849149;74849149;74850139;74850137;74850178;74850146;74850178;74850178;74853973;74853973;74853973;74855526;74855643;74855643;74856928;74856928;74862019;74864914;74864914;74867075;74867075;74867075;74869360;74869360;74869360;74873696;74873696;74873696;74875286;74875286;74875286;74877842;74877842;74877842;74892383;74892383;74892383;74894095;74894095;74894095;74895727;74895727;74895727;74904548;74903876;74904564	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9766	366
ENSMUSG00000086333	18;18;18;18;18	74658211;74658324;74662100;74664134;74664134	74658947;74658947;74662163;74664177;74664195	-;-;-;-;-	863	0
ENSMUSG00000088689	18	74911462	74911540	-	79	4
ENSMUSG00000089235	18	74911632	74911771	-	140	15
ENSMUSG00000036880	18;18;18;18;18;18;18;18;18;18;18;18;18	74912268;74920190;74925422;74926358;74926454;74928202;74928202;74931383;74932116;74934368;74937072;74938926;74938934	74912336;74920356;74925550;74926474;74926474;74928349;74928338;74931558;74932245;74934438;74937226;74939279;74939279	+;+;+;+;+;+;+;+;+;+;+;+;+	1516	7488
ENSMUSG00002075900	18	75039385	75039505	-	121	0
ENSMUSG00000117754	18	75043193	75043458	-	266	0
ENSMUSG00002075101	18	75043223	75043304	-	82	0
ENSMUSG00000117767	18;18;18	75069351;75070974;75071325	75070338;75071154;75071391	+;+;+	1236	0
ENSMUSG00000053846	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	75072393;75076411;75077947;75078875;75080077;75080077;75081044;75081044;75082129;75082129;75087249;75087249;75088490;75088490;75090269;75090269;75093949;75093949	75074409;75076515;75079093;75079093;75080197;75080197;75081286;75081286;75082350;75082350;75087360;75087360;75088669;75088669;75090450;75090450;75094333;75094334	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4715	685
ENSMUSG00000118384	18;18;18;18;18;18;18	75105835;75106160;75107422;75107735;75113102;75113675;75114407	75105932;75106441;75107527;75107831;75113267;75113760;75114618	-;-;-;-;-;-;-	1047	0
ENSMUSG00000062328	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	75131629;75132049;75133520;75133548;75134262;75134262;75134421;75134421;75134737;75134737;75135095;75135095;75135732;75135732;75136265;75136265	75131916;75132284;75133614;75133614;75134314;75134314;75134461;75134461;75134871;75134871;75135193;75135193;75135923;75135923;75136452;75136451	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1327	1748
ENSMUSG00000064871	18	75134129	75134194	+	66	0
ENSMUSG00000064647	18	75134526	75134590	+	65	4
ENSMUSG00000064844	18	75134951	75135015	+	65	1
ENSMUSG00000118144	18;18	75138249;75138510	75138372;75138675	-;-	290	2
ENSMUSG00000036299	18;18;18;18;18;18;18;18;18;18;18	75138939;75138940;75138971;75141277;75141722;75141722;75141722;75142349;75142349;75142349;75142349	75139085;75138971;75139185;75141897;75141897;75141897;75141897;75143223;75142664;75142565;75143004	+;+;+;+;+;+;+;+;+;+;+	1743	381
ENSMUSG00000035765	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	75151852;75151856;75151867;75176150;75176150;75176150;75180395;75181441;75186052;75186052;75186052;75186052;75188352;75188352;75188352;75188352;75189701;75189701;75189701;75189701;75196172;75196172;75196172;75196172;75213274;75213274;75213274;75215436;75215436;75215436;75218773;75238938;75247729;75247861;75252182;75252182;75256529;75256529;75258495;75258495;75258496;75259896;75259896;75259896;75283752;75332234;75363061;75376356;75419691	75152055;75152055;75152055;75176340;75176340;75176340;75180541;75181513;75186104;75186104;75186104;75186104;75188445;75188445;75188445;75188445;75189834;75189834;75189834;75189834;75196185;75196244;75196244;75196244;75213399;75213399;75213399;75215578;75215578;75215578;75220776;75239490;75248043;75248043;75252360;75252360;75256654;75256654;75258608;75258608;75258608;75259990;75263468;75259990;75284099;75332336;75363243;75376469;75420035	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9195	405
ENSMUSG00002075461	18	75156927	75157018	+	92	0
ENSMUSG00000094153	18	75315264	75315885	-	622	1
ENSMUSG00000052928	18;18;18;18;18;18;18;18;18;18;18;18;18;18	75564295;75570242;75604936;75652810;75654448;75698075;75738699;75743740;75744777;75756973;75757300;75770204;75770204;75830463	75568480;75570295;75605091;75653178;75654940;75698151;75738774;75743844;75744850;75757371;75757371;75770344;75770409;75830625	-;-;-;-;-;-;-;-;-;-;-;-;-;-	6358	305
ENSMUSG00000118164	18	75900214	75900345	+	132	56
ENSMUSG00000097302	18;18	75914103;75915069	75914518;75915374	+;+	722	0
ENSMUSG00000044646	18;18;18;18;18;18;18;18;18;18;18;18;18;18	75953249;75953286;76033619;76033619;76144700;76144700;76192529;76269898;76269898;76269898;76278752;76278752;76278752;76280757	75953436;75953436;76033832;76033832;76144761;76144761;76192688;76271121;76271121;76271121;76279514;76279795;76281635;76281632	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4732	6
ENSMUSG00000118311	18;18	76147282;76148460	76147574;76148748	-;-	582	0
ENSMUSG00000117797	18;18;18	76224628;76227394;76231292	76225042;76227743;76231542	-;-;-	1016	0
ENSMUSG00000098276	18	76303623	76303723	+	101	0
ENSMUSG00000118294	18	76357041	76357254	-	214	143
ENSMUSG00000118004	18	76359774	76361929	-	2156	1
ENSMUSG00000024563	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	76374651;76374772;76375117;76375245;76394192;76395511;76395511;76395511;76395511;76395563;76395563;76419931;76419931;76419931;76420999;76420999;76420999;76420999;76420999;76420999;76420999;76422110;76422110;76422110;76422110;76422110;76422110;76425981;76425981;76425981;76425981;76425981;76425981;76425981;76431519;76431519;76431519;76431519;76431519;76431519;76431519;76432854;76432854;76432854;76432854;76432854;76432854;76435150;76435150;76435150;76435150;76435454;76435454;76435454;76435454;76437678;76437678;76437678	76375050;76375050;76375303;76375303;76394581;76395798;76395798;76395798;76395798;76395798;76395798;76420020;76420020;76420020;76421192;76421192;76421192;76421192;76421192;76421192;76421192;76422244;76422244;76422244;76422244;76422244;76422244;76426055;76426055;76426055;76426055;76426055;76426055;76426055;76431572;76431572;76431572;76431572;76431521;76431572;76431572;76433066;76433066;76432908;76432964;76433066;76433066;76435287;76435287;76435287;76435287;76435713;76435598;76435598;76435598;76438365;76437801;76444034	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8781	250
ENSMUSG00000117816	18	76454895	76455330	+	436	0
ENSMUSG00000117960	18;18;18	76704983;76710196;76720398	76706569;76710322;76720565	-;-;-	1882	0
ENSMUSG00000118108	18;18	77367848;77386176	77368586;77386374	-;-	938	0
ENSMUSG00000032818	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	77369654;77369654;77369654;77374061;77374061;77374061;77380930;77380930;77380930;77383429;77383429;77383429;77395446;77409269;77409269;77409269;77409269;77416876;77416876;77416876;77416876;77418638;77418638;77418638;77418638;77420261;77420261;77420261;77420261;77427138;77427138;77427138;77427138;77427702;77427702;77427702;77427702;77428822;77428822;77428822;77428822;77429624;77429624;77429624;77429624;77443731;77443731;77443731;77443731;77444455;77444455;77444455;77444455;77449418;77449418;77449418;77449418;77451170;77451170;77451170;77451170;77454092;77454092;77454092;77454092;77456819;77456819;77456819;77456819;77459653;77459653;77460565;77460565;77462761;77462761;77462761;77462761;77468086;77468086;77468086;77468086;77469234;77469234;77469234;77469234;77469680;77471420;77471420;77471420;77472618;77472618;77472618;77476033;77476033;77476033;77482071;77482071;77482071;77483018;77483018;77483018;77486677;77486677;77486677;77490174;77490174;77490174;77490527;77490527;77490527;77492495;77492495;77492495;77493513;77493513;77496398;77496398;77496398;77498198;77498198;77498198;77499834;77499834;77499834;77501760;77501760;77501760;77513279;77513279;77513279;77517588;77517588;77517588;77518763;77518763;77518763;77528392;77529085;77529085;77529085;77529085;77529820	77369783;77369783;77369783;77374175;77374175;77374175;77381010;77381010;77381010;77383613;77383613;77383613;77395791;77409367;77409367;77409367;77409367;77417024;77417024;77417024;77417024;77418761;77418761;77418761;77418761;77420511;77420511;77420511;77420511;77427273;77427273;77427273;77427273;77427862;77427862;77427862;77427862;77428908;77428908;77428908;77428908;77429759;77429759;77429759;77429759;77443885;77443885;77443885;77443885;77444615;77444615;77444615;77444615;77449494;77449494;77449494;77449494;77451366;77451366;77451366;77451366;77454284;77454284;77454284;77454284;77456979;77456979;77456979;77456979;77460127;77460127;77460719;77460719;77462894;77462894;77462894;77462894;77468252;77468252;77468252;77468252;77469338;77469338;77469338;77469338;77470024;77471548;77471548;77471548;77472782;77472782;77472782;77476214;77476214;77476214;77482187;77482187;77482187;77483180;77483180;77483180;77486831;77486831;77486831;77490383;77490383;77490383;77490662;77490662;77490662;77492703;77492703;77492703;77493698;77493698;77496525;77496525;77496525;77498315;77498315;77498315;77500008;77500008;77500008;77501945;77501945;77501945;77513449;77513449;77513449;77517720;77517720;77517720;77518921;77518921;77518921;77528701;77530626;77529397;77529950;77529950;77530037	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8899	4
ENSMUSG00000025427	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	77543806;77546381;77550580;77550580;77550589;77554373;77554373;77554373;77554433;77554631;77554631;77554631;77555937;77555937;77555937;77556017;77563170;77563170;77563170;77571845;77571845;77571845;77592617;77649789;77649840;77652738;77652738;77652738;77652738	77550145;77550145;77550686;77550686;77550686;77554468;77554468;77554468;77554468;77554735;77554844;77554735;77556066;77556066;77556066;77556066;77563280;77563280;77563280;77572160;77572160;77572160;77592814;77652305;77651146;77652857;77652811;77652843;77652832	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10149	2
ENSMUSG00000117855	18	77601136	77601329	+	194	0
ENSMUSG00000039840	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	77981680;77991365;77994364;77997376;77997948;77998425;77999122;77999122;78000622;78000622;78002245;78002245;78002695;78002695;78003922;78003922;78005596;78005596;78008116;78008165;78011752;78011752;78015710;78015710;78018194;78018194;78019052;78019052;78022339;78022339;78024156;78024156;78024513;78024513;78025523;78025523;78026686;78026686;78028256;78028256;78029601;78029601;78031479;78031479;78034561;78034561;78038727;78040422;78052785;78054049;78055916;78057206;78057954;78058894;78060867;78062430;78063953;78065866;78066492;78067141;78070472;78071978;78073184;78073404;78073556;78076140;78076140	77981774;77992297;77994607;77997512;77998055;77998513;77999195;77999195;78000727;78000727;78002359;78002359;78002845;78002845;78004077;78004077;78005753;78005753;78008270;78008270;78011892;78011892;78015874;78015874;78018313;78018313;78019308;78019308;78022479;78022479;78024300;78024300;78024710;78024710;78025633;78025633;78026805;78026805;78028422;78028422;78029822;78029822;78031602;78031602;78034843;78034705;78038898;78040584;78052927;78054205;78056110;78057419;78058102;78059095;78060939;78062536;78064128;78066051;78066701;78067285;78070714;78072194;78073399;78073670;78073670;78076445;78078228	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10039	372
ENSMUSG00000091055	18;18;18;18;18;18	78086829;78089341;78090426;78091704;78092445;78100432	78086955;78089371;78090800;78092087;78092504;78100610	-;-;-;-;-;-	1156	0
ENSMUSG00000059336	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	78143306;78144864;78144864;78147245;78147245;78147245;78152807;78152807;78152807;78153124;78153124;78153124;78154569;78154569;78154569;78156881;78156881;78156881;78158936;78158936;78158936;78159588;78159588;78159588;78163363;78166457;78166457;78185210	78145783;78145783;78145783;78147294;78147294;78147294;78152941;78152941;78152941;78153271;78153271;78153271;78154761;78154761;78154761;78157009;78157009;78157009;78159125;78159125;78159125;78159744;78159744;78159744;78163567;78166546;78166641;78185334	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3995	6
ENSMUSG00000024552	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	78189363;78189363;78189365;78190155;78193609;78193609;78193609;78193609;78197213;78197213;78197213;78197213;78198722;78198722;78198722;78198722;78200393;78200393;78200393;78200393;78201452;78201452;78201452;78201452;78202192;78202192;78202192;78202192;78203079;78203079;78203079;78203079;78203973;78203973;78203973;78203973;78206311;78206311;78206311;78206311;78221694;78226460;78226460;78226676;78226676;78226676;78227338;78227338;78227338;78227338;78227338;78227761;78227761;78227761;78227761;78227761;78228954;78228954;78228954;78228954;78235306;78235306;78235306;78235306;78238941;78238941;78238941;78238941;78248917;78248917;78248917;78248917;78249468;78250109;78250109;78250109;78252133;78252133;78252133;78369564;78369564;78627798;78627798;78639918;78639918	78190355;78190355;78190355;78190355;78193658;78193658;78193658;78193658;78197347;78197347;78197347;78197347;78198869;78198869;78198869;78198869;78200585;78200585;78200585;78200585;78201580;78201580;78201580;78201580;78202381;78202381;78202381;78202381;78203238;78203238;78203238;78203238;78204055;78204055;78204055;78204055;78206436;78206436;78206436;78206436;78222349;78226850;78226850;78226850;78226850;78226850;78227387;78227387;78227387;78227387;78227387;78227895;78227895;78227895;78227973;78227895;78229101;78229101;78229101;78229101;78235498;78235498;78235498;78235498;78239069;78239069;78239069;78239069;78249106;78249106;78249106;78249106;78249655;78250289;78250289;78250289;78252309;78252320;78252320;78369629;78369629;78627928;78627928;78640066;78640157	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5171	0
ENSMUSG00000090451	18	78392969	78393916	+	948	0
ENSMUSG00000117661	18;18;18;18	78520093;78520365;78521104;78521914	78520493;78520493;78523928;78523223	+;+;+;+	3226	0
ENSMUSG00000119659	18	78576673	78576779	+	107	0
ENSMUSG00000088733	18	78691343	78691502	+	160	0
ENSMUSG00000024548	18;18;18;18;18;18	78793595;78826474;78899699;78967204;79129766;79152403	78799040;78826644;78903146;78967257;79130395;79152606	-;-;-;-;-;-	9953	48
ENSMUSG00000117828	18	79346772	79348377	-	1606	0
ENSMUSG00000118301	18	79391649	79391914	+	266	0
ENSMUSG00000087717	18	79596772	79596892	-	121	0
ENSMUSG00000118130	18	79617729	79618575	-	847	0
ENSMUSG00000063087	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	5491503;5518415;5520591;5525214;5525293;5525365;5529114;5540606;5540606;5540606;5565650;5565650;5574899;5574985;5583012;5583012;5583012;5583012;5583012;5583012;5583012;5583713;5583713;5583713;5583713;5583713;5585337;5586254;5592160;5592160;5592160;5592160;5592160;5592160;5592160	5492097;5521109;5520769;5525389;5525383;5525389;5529120;5540678;5540678;5540678;5567590;5567590;5575411;5575411;5583133;5583133;5583133;5583133;5583133;5583133;5583133;5583796;5583796;5583796;5583796;5583796;5585526;5586387;5592393;5592246;5592190;5592382;5593505;5592191;5592393	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7876	3
ENSMUSG00000118379	18;18;18;18	80615039;80617027;80648771;80648949	80616379;80617156;80648849;80649026	-;-;-;-	1628	0
ENSMUSG00000041225	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	6024427;6024785;6025197;6025217;6026432;6026556;6027575;6027575;6027575;6027575;6027575;6027575;6027960;6027960;6027960;6027960;6027960;6027960;6028194;6028194;6028194;6028194;6028194;6028194;6031730;6031730;6031730;6031730;6031730;6031730;6032960;6033141;6033141;6033141;6033141;6033141;6033141;6034450;6034450;6034450;6034450;6034450;6034450;6034450;6037018;6037018;6037018;6037018;6037018;6037018;6039354;6039354;6039354;6039354;6039354;6039354;6039406;6049277;6049277;6049277;6049277;6049277;6049277;6049277;6049278;6052862;6052862;6052862;6052862;6052862;6052862;6052862;6052862;6056979;6056979;6057517;6057517;6057517;6057517;6057559;6061847;6061847;6061847;6061847;6061847;6061847;6061847;6061847;6061847;6061951;6064341;6064341;6064341;6064341;6064341;6064341;6064341;6064341;6064341;6064341;6064359;6065705;6065705;6065705;6065705;6065705;6065730;6068654;6069831;6069831;6069831;6069831;6069831;6069831;6069831;6069831;6069831;6069831;6069831;6069831;6073211;6092785;6111685;6111685;6111685;6111685;6111685;6111685;6111685;6111685;6115814;6115814;6115814;6115814;6115814;6115814;6135804;6135804;6135804;6135804;6135804;6135804;6135804;6135804;6135818	6026730;6026730;6026730;6026730;6026730;6026730;6027677;6027677;6027677;6027677;6027677;6027677;6028094;6028094;6028094;6028094;6028094;6028094;6028271;6028271;6028271;6028271;6028271;6028271;6031828;6031828;6031828;6031828;6031828;6031828;6033257;6033257;6033257;6033257;6033257;6033257;6033257;6034707;6034552;6034552;6034552;6034552;6034552;6034552;6037116;6037116;6037116;6037116;6037116;6037116;6039455;6039455;6039455;6039455;6039455;6039455;6039455;6049358;6049358;6049358;6049358;6049358;6049358;6049358;6049358;6052923;6052923;6052923;6052923;6052923;6052923;6052923;6052923;6056993;6056993;6057591;6057591;6057591;6057591;6057591;6062250;6061972;6061972;6061972;6061972;6061972;6061972;6061972;6061972;6061972;6064421;6064421;6064421;6064421;6064421;6064421;6064421;6064421;6064421;6064421;6064421;6065845;6065845;6065845;6065845;6065845;6065771;6071097;6070091;6070091;6070091;6069940;6070091;6070091;6070091;6070091;6070091;6070091;6070091;6070091;6073286;6092857;6112439;6111980;6112439;6112439;6112439;6112439;6112439;6112363;6115850;6115850;6115850;6115850;6115850;6115850;6135935;6135941;6135970;6135888;6135892;6136098;6135960;6135907;6135955	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8016	241
